left
aX;aY;aZ;gX;gY;gZ
45;-194;943;-2.747;10.559;7.690
73;-202;965;-1.892;9.033;7.690
71;-198;979;-1.831;4.639;7.080
58;-190;985;-2.625;1.648;8.057
66;-191;985;-2.930;854;9.766
65;-192;976;-1.526;1.099;8.057
45;-188;964;244;2.136;2.930
19;-200;960;-610;3.052;-2.991
-7;-199;943;-3.235;3.113;-6.104
-2;-179;922;-6.775;427;-6.165
11;-178;906;-8.179;-4.517;-5.188
17;-188;913;-5.432;-10.498;-4.578
24;-198;916;-1.526;-16.785;-3.662
39;-214;922;61;-20.508;-3.662
55;-209;933;244;-18.250;-4.395
57;-205;938;1.282;-11.536;-4.456
54;-200;962;1.953;-3.784;-3.357
57;-195;980;2.136;3.723;-2.502
44;-199;980;2.319;8.179;-1.648
18;-193;964;793;7.935;-2.136
3;-169;942;-3.113;3.845;-2.014
-20;-165;931;-6.653;-1.770;-1.160
-19;-191;917;-8.118;-6.104;-549
7;-204;920;-7.019;-7.568;-1.892
26;-214;938;-3.723;-7.690;-5.188
31;-223;961;0;-7.690;-8.484
39;-224;978;2.258;-7.446;-10.132
50;-222;979;2.380;-6.042;-9.949
56;-220;976;1.038;-3.113;-8.972
56;-209;971;-671;916;-7.935
41;-194;960;-2.197;4.944;-6.470
18;-192;950;-3.601;8.423;-3.662
14;-193;946;-5.249;9.888;-1.160
9;-194;936;-6.836;8.667;-793
4;-174;922;-7.935;6.042;-2.014
5;-170;930;-7.080;2.991;-2.686
-1;-188;944;-3.845;-1.221;-2.625
3;-188;955;-2.686;-4.761;-2.991
19;-190;965;-5.737;-5.676;-2.136
28;-202;983;-9.094;-5.737;-1.038
34;-203;988;-9.705;-5.371;-1.709
57;-209;996;-6.348;-3.601;-3.052
74;-222;998;-1.099;-2.258;-5.493
65;-224;989;2.869;-1.404;-7.751
42;-217;979;4.028;61;-7.446
24;-206;962;2.869;2.319;-4.211
;;;;;
566;-1.094;1.160;-249.329;-127.014;442.139
277;-764;856;-264.954;-101.074;415.649
-148;-381;720;-228.088;-21.301;366.699
-344;-91;750;-141.724;79.834;315.613
-215;149;685;-36.072;143.188;270.081
79;323;823;47.241;165.955;225.342
291;442;1.141;91.858;145.569;170.593
175;593;1.159;93.872;74.585;124.817
-51;558;1.036;36.377;15.869;115.540
-63;531;856;-48.950;4.211;110.107
21;501;753;-107.727;15.869;92.102
24;412;713;-127.075;22.827;66.711
26;347;750;-118.530;22.156;42.847
68;313;751;-92.651;14.099;30.457
30;300;740;-59.265;1.038;22.278
-65;353;714;-20.264;-8.606;11.841
-98;357;751;16.296;-9.155;2.319
-75;410;797;40.222;-7.202;-14.160
-76;425;876;52.734;-7.751;-31.799
-64;396;946;57.617;-11.353;-48.462
-39;353;970;56.702;-15.442;-69.885
9;320;966;51.025;-15.564;-92.712
42;271;966;45.105;-12.329;-115.479
14;218;980;39.795;-5.005;-139.038
-35;150;1.041;34.241;7.690;-156.555
-87;103;1.023;24.414;15.869;-155.945
-86;40;997;9.949;19.592;-140.686
-33;-32;978;-2.686;20.020;-124.146
37;-49;965;-11.414;11.963;-111.267
80;-33;870;-12.512;-13.123;-105.774
52;44;757;2.625;-37.903;-112.793
50;137;674;36.682;-50.232;-126.282
102;178;688;84.229;-53.833;-146.912
112;88;701;132.935;-58.411;-182.495
75;55;828;174.561;-60.852;-234.558
89;-60;968;197.388;-53.711;-276.306
80;-215;1.040;189.453;-37.781;-297.363
73;-270;1.085;157.166;-22.095;-302.368
25;-345;1.004;113.892;-14.099;-295.105
-47;-371;990;72.571;-6.104;-280.090
-123;-363;1.027;38.818;2.502;-253.540
-185;-342;1.031;16.235;8.118;-209.717
-167;-336;996;1.892;12.756;-157.349
-110;-381;945;-3.296;16.357;-111.267
-31;-417;961;-3.235;17.090;-82.581
10;-422;1.007;4.272;13.000;-70.129
20;-397;1.014;19.592;2.991;-66.833
17;-369;1.006;36.499;-6.470;-66.467
-8;-360;993;48.401;-11.169;-64.209
-44;-375;986;51.086;-9.277;-56.335
-53;-393;988;44.189;-2.563;-45.532
-63;-405;1.002;29.724;6.897;-31.982
-73;-364;1.004;8.667;12.512;-12.085
-101;-325;995;-14.526;10.071;15.869
-111;-322;957;-37.292;1.831;45.593
-50;-302;911;-56.519;-7.568;66.528
-5;-283;871;-64.331;-14.526;76.416
48;-247;927;-53.894;-15.381;71.289
0;-214;812;-31.738;-15.503;51.758
78;-279;964;-6.775;-9.827;30.701
127;-263;984;13.428;-2.258;6.836
71;-216;978;20.142;-4.639;-6.775
9;-208;1.001;14.526;-2.075;-7.690
-4;-235;966;7.263;-183;-2.808
2;-228;908;3.235;-305;-2.563
0;-247;935;3.418;2.380;-4.700
-17;-264;929;4.395;2.502;-6.653
-27;-251;914;3.784;366;-7.202
-49;-244;907;3.784;-1.648;-3.052
-35;-231;916;4.028;-1.892;3.357
-19;-206;910;3.845;-1.953;7.507
-3;-213;950;5.676;-488;9.644
1;-213;984;8.423;1.038;9.094
21;-214;1.013;7.141;3.357;8.362
51;-210;1.020;1.465;5.676;8.606
67;-189;1.013;-4.822;7.629;8.545
39;-195;995;-8.789;7.507;6.470
0;-210;963;-9.338;4.639;2.625
-27;-198;943;-7.202;793;-2.136
-35;-200;935;-4.150;-2.991;-3.906
-29;-219;915;-1.892;-6.714;-2.441
-30;-220;910;793;-8.301;-1.038
-12;-211;919;4.944;-8.545;-1.343
10;-213;944;8.545;-8.789;-2.380
25;-201;962;10.010;-8.850;-3.906
28;-193;967;8.667;-7.812;-5.310
29;-177;979;4.456;-4.883;-5.554
25;-167;970;-3.540;-2.014;-3.235
29;-174;962;-12.756;916;-549
38;-197;953;-18.433;4.272;854
31;-216;945;-19.104;5.554;-183
13;-228;931;-15.198;4.700;-3.174
-2;-252;943;-9.521;3.540;-5.066
-28;-250;938;-3.906;977;-4.211
-36;-233;922;-1.099;-1.831;-1.770
-23;-227;914;-1.160;-4.395;-122
-22;-217;916;-305;-6.348;-549
-20;-206;929;1.648;-7.629;-2.563
0;-203;948;3.357;-7.324;-4.028
24;-202;970;3.296;-6.042;-4.272
52;-209;979;1.770;-4.272;-3.967
62;-222;986;-793;-1.404;-4.150
54;-226;979;-4.578;2.563;-5.005
35;-225;966;-8.362;6.714;-4.517
7;-231;959;-9.583;10.132;-2.686
-2;-227;957;-7.690;10.803;-793
-25;-239;942;-4.883;8.667;-427
-42;-212;923;-3.845;4.578;-671
-43;-188;913;-2.625;-1.526;-1.160
-33;-198;920;-549;-7.141;-1.648
-3;-207;942;2.686;-9.888;-1.526
21;-204;959;3.540;-10.437;-2.502
36;-210;977;2.319;-9.338;-4.639
41;-215;990;183;-7.629;-6.958
44;-224;990;-1.770;-4.944;-7.996
44;-234;985;-3.052;-1.343;-9.033
29;-232;971;-3.601;3.906;-9.216
4;-227;955;-4.028;8.545;-8.240
-16;-218;936;-4.517;11.047;-6.470
;;;;;
-27;-946;1.371;-266.785;-53.955;311.951
592;-1.210;1.317;-393.616;-31.067;428.223
896;-1.247;1.261;-452.515;-4.578;453.552
730;-1.132;962;-429.810;18.433;428.650
273;-766;723;-356.445;78.064;385.864
-162;-325;845;-234.497;176.880;322.693
-589;-51;738;-69.458;234.131;262.878
-538;273;661;86.975;235.046;227.356
-142;429;825;185.913;189.270;200.378
-114;567;862;218.811;88.806;167.542
-457;742;790;176.758;-4.150;137.878
-218;793;1.163;90.088;-19.531;124.512
-84;720;997;2.441;-33.447;113.037
-107;714;912;-56.030;-41.748;84.351
-117;590;898;-69.153;-24.109;54.077
-40;416;834;-55.664;-793;37.048
-37;415;762;-32.959;15.320;14.160
-86;384;724;-3.113;24.292;488
-141;369;649;22.827;23.376;-4.089
-130;375;617;38.208;16.113;-10.376
-70;369;615;47.607;3.906;-18.799
-18;333;658;49.500;-12.512;-30.457
36;273;701;43.518;-26.489;-41.504
82;200;750;33.081;-34.058;-49.927
102;149;776;22.522;-38.452;-58.838
141;96;810;17.456;-37.476;-69.519
182;5;804;20.508;-32.959;-84.045
282;-54;908;27.832;-28.320;-109.009
271;20;891;38.452;-29.541;-146.179
123;36;803;53.162;-30.151;-182.007
58;28;928;67.810;-5.127;-215.698
72;64;996;79.834;24.841;-251.404
65;121;844;90.332;38.391;-275.513
59;93;764;111.084;44.312;-289.307
19;64;869;142.212;44.250;-302.551
-47;22;1.036;165.833;29.846;-318.176
-107;-43;1.195;165.649;1.404;-312.378
-123;-135;1.225;133.789;-33.691;-274.231
-72;-231;1.142;84.473;-63.904;-216.675
-27;-308;1.026;33.020;-78.613;-158.447
11;-365;948;-7.263;-71.167;-118.469
35;-409;936;-27.405;-45.349;-101.196
27;-398;934;-25.146;-16.907;-103.149
47;-367;901;-1.526;5.310;-114.441
72;-337;863;32.959;22.217;-129.517
69;-344;874;67.993;30.090;-148.071
48;-333;963;93.933;26.794;-166.138
-5;-323;1.066;99.365;21.057;-168.213
-80;-236;1.092;77.942;17.700;-146.851
-88;-216;1.159;43.213;14.343;-99.121
-81;-247;1.106;7.263;1.587;-35.095
-39;-296;1.058;-29.236;-8.667;18.860
-1;-396;1.023;-60.425;-8.850;51.941
17;-451;1.005;-78.796;-3.967;59.509
31;-419;962;-80.200;-61;47.729
79;-345;985;-64.453;2.930;31.250
-29;-261;810;-36.987;5.554;11.902
30;-284;935;-8.789;21.118;-4.333
97;-315;931;11.841;29.846;-17.761
98;-273;907;19.409;22.827;-29.541
74;-233;978;16.785;20.325;-28.381
2;-243;975;10.864;16.541;-10.925
-17;-251;1.001;4.211;10.925;6.348
23;-239;990;-1.404;-3.845;17.395
-46;-210;937;-6.042;-16.113;28.442
-40;-254;876;-9.277;-17.883;39.917
25;-239;928;-7.568;-17.273;37.354
50;-276;944;-1.282;-12.939;29.663
86;-256;987;4.944;-9.033;18.494
118;-258;986;9.338;-6.226;8.362
91;-249;974;11.169;-5.493;977
74;-223;975;7.568;1.221;-12.329
75;-192;994;3.906;5.371;-23.926
59;-135;994;2.197;3.235;-27.039
11;-209;987;-488;-1.526;-17.456
0;-210;975;-5.554;-610;-6.042
8;-205;953;-10.864;977;4.517
1;-259;931;-14.648;2.441;17.151
26;-244;954;-14.954;5.676;19.043
18;-207;938;-11.963;2.625;15.686
10;-199;928;-7.812;-1.953;12.329
45;-199;961;-2.686;-2.625;6.836
67;-206;955;2.808;-4.822;1.526
74;-182;954;4.639;-6.287;-2.747
72;-165;965;2.747;-4.700;-5.127
50;-174;963;-549;-4.333;-4.944
31;-178;942;-4.333;-4.883;-4.456
23;-187;928;-5.981;-4.639;-4.150
16;-206;925;-4.883;-3.967;-3.052
10;-203;912;-3.662;-3.845;-2.869
16;-191;917;-2.747;-2.930;-1.587
19;-191;921;-3.540;-2.197;549
18;-198;921;-5.676;-2.014;2.625
33;-201;933;-7.324;-671;3.357
47;-206;953;-6.836;1.831;3.967
42;-209;975;-6.958;3.418;4.822
43;-208;989;-8.728;2.747;6.836
50;-205;981;-10.559;-183;7.874
52;-193;957;-10.620;-3.418;6.653
47;-185;945;-9.155;-6.958;4.456
44;-187;928;-5.798;-8.545;1.160
43;-199;929;-1.343;-7.690;-3.662
45;-205;941;2.625;-5.859;-8.362
45;-221;952;4.883;-4.272;-11.292
22;-235;961;6.104;-2.869;-12.329
-1;-223;962;5.432;-1.770;-11.108
1;-215;949;2.991;-916;-7.080
19;-212;938;-2.136;-854;-2.563
25;-204;931;-5.859;-1.404;183
17;-197;929;-5.432;-2.563;916
11;-199;944;-2.563;-4.272;1.709
20;-200;957;-1.099;-6.042;4.639
37;-189;965;-1.282;-8.179;7.080
48;-192;969;-793;-9.216;7.080
52;-195;976;305;-8.850;5.432
53;-192;972;1.282;-7.568;3.418
32;-186;958;1.404;-5.188;1.099
5;-184;968;1.343;-2.625;1.038
-6;-183;968;488;-2.930;3.662
;;;;;
450;-1.011;1.376;-313.782;-68.054;430.908
457;-1.040;1.246;-338.806;-47.363;440.857
312;-853;961;-335.754;-7.202;429.016
-12;-400;607;-292.236;67.444;390.747
-232;-17;575;-178.467;162.354;321.655
-231;156;438;-24.292;208.069;248.474
-103;387;470;107.117;188.477;193.115
-19;296;759;180.237;130.249;164.246
39;491;884;170.898;53.833;148.743
4;577;933;83.191;-8.423;157.776
-79;660;853;-14.282;-45.227;156.555
-35;690;813;-64.941;-48.889;118.530
-71;597;782;-68.848;-39.124;75.989
-88;486;812;-51.392;-25.269;47.791
-58;437;830;-28.015;-9.949;26.794
-74;445;820;-4.944;-4.578;11.047
-152;468;808;12.756;-4.333;-2.747
-247;458;872;21.362;-1.160;-13.916
-250;402;862;18.677;-2.136;-17.761
-135;348;847;8.057;-11.841;-16.663
-76;300;851;-1.709;-25.269;-20.325
-58;222;871;-7.446;-35.339;-32.288
-15;148;899;-9.399;-39.917;-44.800
43;109;936;-9.705;-37.659;-54.382
105;121;961;-7.568;-33.386;-65.186
150;90;956;916;-28.198;-81.970
151;167;969;15.564;-21.973;-110.413
109;182;925;32.166;-9.766;-142.273
141;113;1.023;44.922;11.902;-169.250
167;100;1.101;47.791;33.936;-199.158
167;153;1.018;41.016;43.762;-223.755
124;126;838;44.495;49.561;-245.605
44;25;825;71.777;53.650;-272.522
-103;57;893;110.046;50.720;-298.828
-217;22;976;140.015;39.063;-294.556
-274;70;1.080;137.939;26.062;-257.263
-229;-8;1.214;99.121;4.150;-177.856
-72;-310;1.186;41.687;-29.602;-70.862
142;-466;1.079;-14.038;-53.955;9.766
298;-423;966;-50.659;-54.260;31.189
296;-302;910;-50.171;-41.260;6.775
192;-155;887;-15.686;-35.461;-35.095
78;-100;833;37.720;-38.696;-73.181
61;-94;800;89.600;-35.461;-107.117
133;-84;781;126.953;-28.381;-138.977
177;-96;694;149.414;-26.550;-169.250
141;-182;754;164.612;-24.658;-201.660
60;-296;940;171.570;-23.987;-228.760
-35;-341;1.089;159.668;-26.184;-232.361
-94;-263;1.241;119.080;-24.536;-193.420
-126;-236;1.212;56.152;-27.405;-112.488
-56;-380;1.078;-14.099;-26.733;-18.250
7;-556;999;-65.613;-13.367;45.349
28;-543;965;-80.078;4.822;53.223
41;-385;936;-63.354;17.578;21.484
8;-256;920;-29.358;18.616;-15.198
-47;-197;938;9.766;13.062;-39.001
-56;-206;933;41.687;9.033;-50.476
-10;-223;948;57.739;10.620;-56.396
22;-236;970;54.077;13.977;-60.425
51;-217;1.106;37.415;14.526;-56.519
-57;-188;1.009;16.846;5.798;-38.025
25;-247;1.084;-2.319;2.808;-7.446
-4;-216;909;-21.545;-12.634;17.700
-44;-274;904;-33.691;-20.508;38.818
-28;-311;901;-31.555;-15.076;48.279
-4;-281;881;-21.790;-12.939;47.241
-19;-289;890;-13.428;-7.935;45.654
51;-255;930;-6.958;427;38.147
109;-219;922;-854;3.235;26.855
67;-213;924;3.845;2.319;15.503
25;-197;943;488;5.310;3.784
5;-157;923;-8.240;4.395;-1.465
-11;-157;911;-15.808;3.601;610
-13;-184;911;-21.301;3.296;6.836
16;-198;928;-24.658;1.648;10.498
28;-231;934;-24.780;-1.221;13.123
26;-244;937;-23.987;-2.258;14.587
12;-250;947;-22.217;-366;16.235
6;-250;947;-18.250;3.113;17.883
15;-232;946;-11.780;6.042;17.883
28;-213;953;-2.747;7.935;15.869
48;-189;980;6.287;7.446;12.329
51;-154;978;11.475;2.563;6.348
54;-140;970;12.024;-3.601;-183
46;-124;960;8.911;-7.446;-5.066
46;-130;982;2.502;-6.592;-7.446
25;-152;963;-6.470;-5.371;-6.592
16;-179;969;-17.517;-1.526;-3.113
7;-184;952;-26.611;2.319;1.526
8;-211;950;-30.823;3.418;8.484
29;-245;955;-30.090;1.526;14.282
31;-255;954;-24.597;-1.892;15.259
31;-236;955;-15.869;-4.700;12.451
36;-193;931;-4.517;-7.141;6.287
36;-161;948;7.874;-8.423;-2.502
32;-159;966;17.883;-8.057;-11.353
34;-157;972;19.958;-6.714;-18.066
33;-141;968;12.939;-4.944;-22.461
12;-143;970;3.784;-3.479;-22.705
-11;-151;967;-4.150;-3.723;-17.334
5;-183;951;-11.902;-3.296;-9.521
37;-211;935;-16.541;-1.953;-5.310
38;-224;936;-14.954;-732;-7.568
5;-241;948;-9.277;-61;-9.399
-1;-235;947;-4.883;1.099;-7.935
8;-213;953;-2.014;1.587;-4.395
15;-197;965;732;549;-1.160
22;-185;975;3.418;-183;-122
27;-182;988;4.456;61;427
29;-176;978;1.709;671;-122
37;-164;965;-3.357;1.648;-671
36;-156;954;-6.531;2.502;-1.038
34;-168;946;-7.385;2.625;-1.892
22;-197;941;-6.958;2.380;-4.089
9;-183;937;-6.042;2.197;-7.019
3;-176;936;-3.662;854;-7.507
9;-194;942;-61;-854;-4.150
23;-187;941;2.563;-2.930;-2.197
;;;;;
343;-1.547;1.135;-252.014;-72.449;375.183
616;-1.553;1.005;-332.520;-38.940;459.900
496;-1.429;888;-331.604;-6.226;476.135
124;-967;735;-252.258;16.296;440.552
-260;-459;602;-131.104;46.204;386.047
-421;-249;662;-916;70.801;351.562
-316;13;823;111.145;68.115;329.041
-259;370;988;176.270;35.400;301.697
-298;634;1.145;171.631;-8.972;289.062
-257;968;1.180;116.516;-53.040;265.625
-247;1.090;1.169;58.350;-86.243;220.703
-340;1.169;1.171;9.155;-96.924;155.518
-374;1.059;1.110;-32.776;-75.439;91.675
-317;839;1.004;-73.181;-37.781;45.776
-242;604;892;-102.844;-2.441;14.099
-217;517;782;-109.802;21.484;-10.437
-243;360;720;-87.158;30.396;-28.015
-182;228;681;-49.194;24.963;-35.706
-105;155;627;-12.512;9.705;-44.800
-70;57;667;14.587;-3.601;-50.293
14;0;746;26.978;-8.362;-54.321
117;-26;799;27.039;-13.245;-60.974
185;-72;846;19.653;-20.081;-65.491
218;-113;880;6.775;-25.757;-69.641
218;-149;908;-6.165;-27.222;-77.576
209;-161;939;-12.573;-23.315;-90.759
209;-149;969;-11.780;-14.648;-111.755
189;-129;986;-6.104;-2.991;-140.991
180;-42;943;1.282;12.634;-176.208
209;50;1.001;15.442;31.189;-214.905
155;58;953;41.321;47.852;-252.136
102;55;965;83.374;65.918;-293.762
133;59;985;132.141;82.153;-331.177
104;42;872;163.391;88.989;-357.605
13;-48;884;167.175;91.553;-368.530
-121;-108;998;155.518;77.209;-360.168
-211;-160;1.163;133.179;42.175;-320.435
-224;-166;1.173;90.698;-6.287;-246.643
-141;-233;1.099;40.527;-46.326;-151.917
-21;-376;942;-2.380;-68.848;-63.049
72;-514;837;-36.072;-68.726;-12.207
112;-527;845;-48.279;-52.551;-9.155
85;-443;893;-32.104;-37.415;-35.278
68;-353;981;3.540;-24.597;-67.383
117;-312;978;42.847;-18.250;-96.619
185;-298;930;75.134;-14.160;-125.305
181;-273;875;95.581;-9.033;-152.710
122;-299;939;106.384;-1.648;-177.490
44;-405;1.021;106.018;-1.770;-192.383
-47;-392;1.128;81.848;-10.620;-184.448
-117;-316;1.156;37.537;-24.231;-142.029
-191;-280;1.100;-7.690;-36.194;-67.993
-244;-320;991;-48.035;-41.016;17.578
-249;-421;922;-84.351;-31.494;91.980
-167;-541;915;-107.971;-8.911;136.780
-31;-543;999;-115.051;13.672;145.691
119;-474;1.030;-104.187;22.522;130.676
243;-344;945;-79.773;16.663;104.553
182;-243;793;-46.570;8.728;70.251
110;-278;922;-12.634;15.381;36.194
91;-248;952;12.817;24.963;1.404
57;-169;868;21.729;16.541;-24.231
-34;-71;832;18.127;14.526;-34.546
-3;-186;969;11.047;22.949;-21.729
21;-181;908;-3.479;9.766;-4.211
-3;-107;881;-20.203;-13.062;7.324
-33;-223;890;-25.391;-27.527;24.597
-6;-212;886;-24.048;-39.124;29.114
-3;-217;898;-15.442;-43.274;23.437
-29;-271;913;-916;-35.583;19.043
38;-292;1.013;15.137;-15.015;8.911
73;-279;990;27.405;-1.526;-4.517
51;-227;957;30.762;7.935;-17.761
50;-194;1.062;27.161;16.357;-26.184
2;-217;988;20.264;14.038;-24.170
-21;-213;945;8.972;10.132;-21.362
-20;-131;954;-3.601;9.888;-20.142
-37;-109;949;-14.343;3.845;-8.362
-65;-194;908;-24.780;-6.348;13.367
-23;-212;899;-32.593;-9.399;25.330
24;-241;899;-34.058;-10.864;27.771
32;-248;892;-29.724;-13.123;26.001
40;-246;909;-20.020;-12.939;18.616
41;-283;932;-5.432;-10.254;8.484
47;-260;968;6.653;-6.714;-2.319
55;-220;992;14.221;-4.578;-10.254
43;-215;993;17.395;-4.333;-13.550
14;-199;991;15.686;-3.235;-13.794
-4;-175;970;9.888;-1.953;-12.512
-26;-178;939;1.953;-732;-9.888
-40;-181;910;-6.653;183;-8.972
-47;-190;902;-12.207;-366;-8.728
-45;-205;912;-14.038;-2.625;-5.737
-25;-232;919;-14.282;-6.042;-916
4;-263;931;-13.123;-8.850;2.197
27;-270;946;-9.888;-10.925;2.258
31;-262;966;-4.700;-11.292;610
25;-240;995;549;-9.827;-61
31;-238;1.006;4.822;-7.446;1.282
32;-234;1.005;6.836;-4.456;2.380
14;-206;996;5.127;-2.380;2.380
-9;-173;980;793;-2.319;3.418
-28;-164;958;-3.052;-4.272;6.042
-45;-177;936;-4.639;-7.080;5.920
-41;-174;927;-5.249;-8.362;1.953
-18;-175;923;-5.920;-8.362;-3.540
5;-190;933;-6.470;-7.507;-8.423
8;-220;955;-6.470;-5.554;-11.658
3;-233;967;-6.470;-3.662;-12.878
4;-237;965;-7.507;-2.930;-11.169
3;-245;960;-7.812;-2.808;-7.324
8;-255;952;-6.531;-3.418;-4.578
11;-255;948;-2.563;-3.418;-4.211
10;-248;953;2.258;-2.869;-6.287
-2;-230;961;6.714;-1.648;-8.911
-21;-193;964;9.094;0;-10.254
-37;-164;961;8.057;1.831;-7.446
-33;-161;959;3.967;2.319;-3.906
-21;-174;948;-671;793;-2.319
;;;;;
436;-855;981;-276.733;-18.433;372.986
19;-698;846;-241.455;29.236;367.798
-420;-433;518;-189.575;92.834;366.760
-442;-93;360;-98.938;142.212;339.172
-137;111;336;15.930;137.634;291.931
137;131;536;111.145;75.012;245.422
180;244;794;151.672;-8.057;199.158
105;380;1.073;133.850;-65.552;173.035
36;423;1.178;64.758;-80.750;169.739
32;506;1.050;-16.785;-69.763;156.555
-22;524;970;-64.880;-38.330;120.300
-153;418;954;-72.510;-9.399;83.130
-188;360;981;-62.256;5.005;58.105
-164;379;992;-45.715;10.132;41.992
-250;412;989;-27.283;13.977;28.809
-333;470;978;-14.099;22.522;16.052
-310;503;962;-9.521;32.837;2.136
-270;506;922;-11.841;34.424;-12.634
-288;433;803;-17.700;24.780;-24.475
-141;375;834;-24.597;11.719;-36.316
-72;308;807;-26.672;-1.892;-46.631
15;193;870;-23.926;-12.451;-54.382
62;134;849;-16.602;-24.353;-64.392
90;77;914;-4.395;-28.687;-73.120
96;7;954;11.658;-23.926;-77.576
63;-45;959;24.841;-15.015;-82.581
81;-21;1.023;31.799;-3.540;-89.722
77;34;937;36.621;4.333;-101.135
41;82;909;44.739;17.456;-115.601
15;91;954;54.443;41.504;-131.775
28;77;1.003;55.847;64.270;-147.156
84;99;1.014;45.471;79.163;-167.236
133;132;972;32.471;81.970;-188.904
104;153;893;32.166;75.378;-209.778
4;75;920;48.889;61.218;-225.159
-120;58;938;63.843;41.077;-227.356
-127;108;1.001;62.195;22.339;-213.379
-79;57;1.004;44.617;2.747;-177.795
14;31;946;17.639;-16.357;-143.127
121;33;904;-1.099;-30.701;-128.845
156;4;837;427;-45.044;-142.395
138;-58;775;24.048;-56.274;-183.838
83;-171;755;65.491;-60.852;-237.854
2;-291;741;110.107;-57.312;-288.940
-81;-371;838;147.156;-43.335;-323.669
-172;-373;977;167.786;-26.428;-326.050
-191;-305;1.126;159.790;-11.536;-287.659
-138;-306;1.195;122.864;-7.385;-208.252
-31;-400;1.138;60.608;-13.306;-108.643
91;-492;1.019;-11.719;-21.729;-21.606
149;-507;889;-66.467;-25.208;26.428
136;-428;823;-82.336;-23.804;28.748
48;-345;822;-59.814;-25.024;1.099
-23;-285;850;-19.897;-28.809;-34.180
-21;-290;904;19.165;-28.076;-65.125
-21;-318;945;51.453;-25.757;-88.257
-39;-341;1.039;70.251;-24.536;-94.788
-51;-350;1.154;70.190;-24.597;-75.806
-37;-331;1.213;48.645;-26.367;-34.729
-43;-337;1.126;13.855;-31.433;15.381
-24;-323;1.093;-19.836;-31.494;55.908
-85;-339;1.012;-39.307;-25.513;78.125
-105;-351;973;-42.297;-14.160;83.130
-72;-252;990;-34.607;-427;72.693
-46;-241;980;-23.071;6.409;63.293
19;-187;955;-14.587;10.986;49.316
73;-135;960;-4.639;11.780;31.311
71;-198;947;5.005;9.766;16.052
37;-184;942;8.301;10.620;-244
25;-168;969;5.249;12.573;-9.827
3;-190;950;2.075;10.864;-11.658
-28;-165;932;-3.357;8.667;-10.254
-40;-148;918;-10.315;4.700;-2.441
-61;-168;884;-14.404;-3.540;10.315
-57;-173;878;-14.832;-10.376;20.508
-37;-168;882;-10.986;-13.123;23.987
-52;-130;862;-2.625;-11.292;20.142
15;-173;968;6.775;-2.380;14.465
29;-204;960;13.245;122;9.583
45;-209;1.004;13.184;2.747;1.892
38;-207;1.000;8.118;3.296;-4.761
39;-215;980;-671;4.089;-9.277
21;-210;973;-8.789;8.240;-11.658
-1;-179;977;-14.526;10.559;-8.667
-28;-192;934;-18.860;7.690;-305
-40;-191;912;-19.287;4.456;5.920
-44;-180;894;-16.052;1.526;8.057
-45;-157;891;-10.864;-2.380;9.033
-36;-146;926;-4.700;-4.395;9.827
-11;-157;945;977;-6.348;12.207
32;-166;971;3.540;-6.348;13.916
69;-174;991;3.540;-4.272;11.841
63;-183;1.001;1.648;-2.258;7.446
41;-212;1.004;-1.221;305;1.282
13;-195;988;-4.395;3.296;-7.080
-15;-161;963;-7.385;5.371;-11.902
-47;-160;938;-10.803;5.615;-9.827
-58;-172;930;-13.306;3.723;-4.700
-46;-186;929;-13.062;1.343;-1.587
-30;-193;932;-9.766;-977;-1.160
-23;-183;940;-6.287;-3.357;-1.831
-18;-181;954;-4.761;-3.967;-366
-2;-187;971;-4.761;-4.028;3.723
23;-197;974;-4.944;-3.601;7.019
47;-194;981;-5.249;-2.625;6.653
56;-177;983;-3.601;-2.197;2.258
35;-168;981;183;-1.831;-4.089
10;-166;986;2.930;-61;-8.545
-6;-184;989;2.197;1.770;-10.254
-2;-188;971;-3.418;4.761;-9.644
-5;-192;951;-10.620;8.362;-6.836
-21;-200;940;-15.198;10.986;-2.869
-37;-211;942;-17.212;11.841;-183
-35;-203;942;-16.907;11.536;3.174
-3;-190;963;-14.526;10.010;6.958
-4;-176;970;-10.803;8.057;9.888
41;-180;958;-5.920;3.906;12.207
45;-177;946;-1.221;-549;10.681
62;-167;966;3.601;2.991;4.211
