aX,aY,aZ,gX,gY,gZ
-0.123,0.254,1.646,-87.646,-405.640,80.139
-0.066,0.265,1.519,-84.595,-352.600,67.688
-0.069,0.204,1.480,-61.035,-321.960,67.444
-0.168,0.163,1.479,-27.588,-305.359,65.552
-0.186,0.184,1.471,-5.554,-292.725,65.063
-0.093,0.264,1.586,6.409,-278.931,65.857
-0.007,0.358,1.786,24.902,-264.526,60.669
-0.012,0.376,1.910,50.781,-250.793,44.006
-0.078,0.234,1.994,70.251,-215.027,18.799
-0.181,0.104,2.119,62.256,-154.419,-1.099
-0.311,-0.022,2.031,31.128,-93.506,-9.949
-0.300,-0.039,1.895,-10.437,-38.269,-7.935
-0.252,-0.014,1.704,-40.710,6.348,-4.089
-0.226,0.003,1.531,-38.696,25.391,-0.366
-0.178,0.030,1.399,-19.287,31.006,4.150
-0.152,0.026,1.286,1.831,32.776,7.019
-0.100,0.046,1.169,11.475,31.433,8.118
-0.044,0.053,1.087,5.798,29.846,6.653
-0.002,0.030,1.042,-5.920,27.771,2.014
0.008,0.023,1.002,-11.536,23.193,-2.319
0.030,0.011,0.974,-10.864,18.555,-2.808
0.050,0.005,0.952,-8.057,15.320,-3.418
0.058,-0.008,0.921,-3.296,13.123,-5.493
0.063,-0.030,0.912,4.395,11.169,-7.263
0.039,-0.048,0.895,10.925,7.629,-7.202
0.034,-0.041,0.884,12.634,6.042,-6.104
0.048,-0.021,0.896,11.108,5.676,-4.822
0.045,-0.024,0.925,12.024,4.822,-3.662
0.025,-0.037,0.959,14.282,4.761,-2.930
0.015,-0.036,0.974,9.338,7.935,-0.427
0.026,-0.010,0.971,-0.122,12.695,1.770
0.047,0.017,0.952,-2.625,15.381,2.136
0.056,0.031,0.937,1.221,14.404,1.587
0.055,0.033,0.931,3.540,12.024,0.427
0.053,0.027,0.917,2.197,9.094,-2.197
0.058,0.024,0.895,1.587,6.531,-4.211
0.055,0.041,0.875,-0.122,3.113,-5.127
0.057,0.029,0.874,-3.845,-0.916,-6.104
0.045,0.017,0.894,-7.141,-4.211,-7.263
0.030,0.018,0.912,-6.836,-6.348,-6.409
0.038,0.020,0.931,-4.333,-7.751,-3.906
0.041,0.017,0.955,-0.366,-8.850,-2.930
0.026,0.023,0.982,3.906,-9.094,-2.563
0.027,0.026,1.002,7.507,-7.690,-2.380
0.023,0.024,1.010,8.789,-4.761,-1.953
0.024,0.024,1.001,6.775,-0.854,-2.869
0.028,0.025,0.983,2.197,2.625,-4.211
0.035,0.005,0.968,-0.732,4.028,-5.188
0.035,-0.014,0.956,-2.441,4.395,-6.165
0.034,-0.025,0.936,-3.906,3.296,-7.629
0.033,-0.036,0.926,-3.418,1.526,-7.812
0.035,-0.039,0.913,-1.526,-1.282,-6.042
0.045,-0.035,0.919,1.221,-4.944,-5.127
0.043,-0.029,0.934,4.944,-8.362,-4.761
0.046,-0.034,0.962,7.324,-10.681,-4.150
0.049,-0.027,0.990,5.798,-10.681,-3.418
0.052,-0.016,1.004,1.587,-7.874,-2.991
0.054,-0.012,1.008,-1.099,-4.456,-3.357
0.056,-0.020,0.999,-3.479,-1.404,-3.967
0.057,-0.011,0.974,-8.240,2.563,-5.554
0.057,-0.008,0.948,-13.123,4.822,-7.141
0.056,-0.022,0.933,-14.343,4.944,-8.240
0.056,-0.027,0.917,-13.733,4.272,-7.751
0.050,-0.021,0.906,-11.230,2.502,-6.531
0.047,-0.015,0.905,-5.554,-0.549,-5.127
0.038,-0.002,0.916,0.610,-4.028,-3.967
0.035,0.005,0.937,5.554,-7.263,-3.723
0.034,0.009,0.957,8.362,-9.460,-3.174
0.043,0.011,0.977,8.057,-9.338,-3.174
0.052,0.006,0.998,5.615,-7.751,-3.845
0.052,0.002,1.006,1.587,-4.272,-5.005
0.055,-0.001,1.001,-3.723,-0.366,-5.554
0.058,-0.011,0.993,-8.301,2.869,-5.676
0.059,-0.016,0.974,-11.719,5.249,-5.554
0.057,-0.016,0.954,-12.146,6.775,-5.432
0.050,-0.019,0.935,-9.644,5.737,-4.883
0.044,-0.023,0.914,-6.775,3.235,-3.967
0.050,-0.012,0.905,-5.859,0.061,-3.235
0.052,0.002,0.913,-5.981,-3.418,-2.197
0.058,0.014,0.928,-4.211,-7.080,-2.502
0.052,0.018,0.946,-0.793,-10.132,-2.747
0.051,0.015,0.962,1.038,-11.902,-3.784
0.052,0.010,0.985,0.977,-11.841,-4.944
0.054,0.005,1.001,-0.488,-9.644,-6.470
0.049,-0.003,1.001,-3.052,-6.287,-7.996

0.560,-0.567,-1.348,-127.136,142.151,-52.063
0.496,-0.496,-1.142,-73.730,72.937,-26.550
0.449,-0.442,-0.862,-4.272,12.756,-3.357
0.413,-0.349,-0.662,50.720,-28.687,7.568
0.340,-0.279,-0.545,73.608,-49.133,7.202
0.294,-0.269,-0.531,65.125,-56.824,0.977
0.329,-0.262,-0.619,32.288,-65.735,-4.761
0.382,-0.318,-0.762,-6.531,-91.431,-5.066
0.460,-0.352,-0.828,-33.936,-131.775,1.343
0.534,-0.444,-0.871,-51.453,-191.589,19.592
0.539,-0.537,-0.907,-72.083,-261.292,46.692
0.427,-0.505,-1.016,-109.253,-337.708,76.843
0.287,-0.408,-0.964,-150.024,-422.058,113.464
-0.044,-0.366,-0.661,-157.043,-511.902,156.311
-0.415,-0.294,-0.220,-116.272,-598.755,197.754
-0.650,-0.000,0.388,-55.542,-659.180,229.675
-0.458,0.574,1.121,3.357,-680.542,244.385
-0.229,0.710,1.950,71.289,-658.997,213.257
-0.379,0.474,2.520,122.314,-584.595,128.540
-0.339,0.278,2.731,110.535,-458.069,44.739
-0.089,0.057,2.663,53.406,-304.504,8.667
0.001,-0.050,2.363,-1.709,-170.044,5.127
0.010,0.001,2.009,-28.625,-78.430,8.484
-0.067,0.072,1.553,-38.696,-31.921,12.756
0.067,0.029,1.361,-38.574,-8.972,13.000
0.086,0.053,1.103,-32.227,-11.841,9.766
0.053,0.031,1.023,-18.433,-34.668,11.414
-0.041,0.037,0.968,-4.150,-70.190,15.808
-0.051,0.033,1.020,2.563,-99.426,21.790
-0.041,0.055,1.102,-0.977,-117.676,30.029
-0.015,0.110,1.153,-6.775,-124.084,31.372
0.018,0.159,1.224,-9.888,-120.239,29.541
0.029,0.180,1.281,-7.690,-110.168,24.963
0.034,0.174,1.328,-0.793,-96.069,14.526
0.032,0.115,1.391,10.071,-79.285,3.296
-0.024,0.025,1.387,20.386,-61.340,-3.906
-0.065,0.007,1.302,21.729,-38.757,-5.920
-0.074,0.024,1.205,10.498,-18.005,-5.798
-0.055,0.050,1.105,1.953,-10.681,-7.263
-0.033,0.037,1.053,1.099,-11.292,-9.399
-0.034,0.009,1.034,1.160,-14.221,-12.085
-0.035,-0.010,1.040,-0.977,-17.334,-13.123
-0.020,-0.020,1.069,-2.991,-19.287,-11.047
0.011,-0.023,1.109,-1.953,-19.043,-8.301
0.023,-0.010,1.113,4.883,-16.235,-7.629
0.013,-0.011,1.091,14.893,-9.338,-6.653
0.002,-0.041,1.083,20.569,0.610,-3.662
0.005,-0.070,1.064,20.081,9.705,-2.563
-0.002,-0.050,1.000,18.921,16.968,-2.808
0.009,-0.035,0.939,17.822,21.484,-1.709
0.016,-0.031,0.894,15.076,19.348,-1.831
-0.003,-0.026,0.868,9.521,14.893,-3.357
0.001,-0.016,0.848,2.380,10.620,-4.578
0.003,-0.007,0.846,-4.944,4.395,-6.042
0.005,-0.004,0.870,-11.169,-4.028,-6.897
0.018,-0.022,0.924,-13.489,-11.353,-6.409
0.027,-0.029,0.981,-9.888,-15.503,-6.531
0.027,-0.033,1.016,-1.160,-15.564,-6.226
0.027,-0.038,1.040,8.240,-11.902,-4.578
0.018,-0.021,1.040,12.085,-6.042,-2.747
0.029,-0.016,1.030,9.827,1.404,-1.892
0.033,-0.013,1.006,9.277,9.033,-2.808
0.007,-0.019,0.981,11.597,14.282,-3.296
0.000,-0.017,0.951,11.169,16.418,-3.662
0.004,-0.018,0.906,7.202,15.930,-3.967
0.010,-0.016,0.872,2.136,13.916,-4.822
0.012,-0.020,0.858,-3.174,8.728,-6.714
0.004,-0.042,0.873,-8.179,1.160,-7.446
0.028,-0.060,0.907,-10.010,-6.165,-6.714
0.045,-0.051,0.948,-6.897,-10.864,-5.981
0.032,-0.051,0.973,-5.798,-12.207,-5.737
0.026,-0.058,0.990,-10.254,-10.437,-6.042
0.033,-0.067,1.001,-13.916,-7.385,-6.226
0.040,-0.064,1.032,-10.376,-3.662,-5.066
0.029,-0.047,1.024,-3.784,0.854,-3.418
0.023,-0.026,0.998,0.000,6.714,-1.892
0.011,0.006,0.954,-0.366,10.742,-1.709
0.001,0.014,0.914,-2.380,12.390,-2.319
0.010,0.005,0.904,-5.920,10.803,-3.662
0.008,0.000,0.902,-8.789,6.531,-5.188
0.014,-0.006,0.922,-8.667,1.160,-5.005
0.024,-0.014,0.950,-7.080,-3.418,-3.845
0.036,-0.016,0.968,-4.883,-7.202,-4.761
0.043,-0.021,0.981,-1.648,-8.301,-4.761
0.047,-0.026,0.984,-2.014,-7.019,-5.188
0.052,-0.030,0.978,-6.409,-5.066,-6.226
0.053,-0.036,0.971,-10.071,-2.991,-7.324
0.058,-0.053,0.966,-10.498,-1.160,-7.141
0.048,-0.053,0.950,-7.690,-0.549,-6.775
0.046,-0.042,0.930,-4.089,0.000,-5.493
0.031,-0.007,0.922,-1.831,-0.122,-3.540
0.022,0.008,0.920,-0.854,-1.160,-1.892
0.026,0.006,0.939,-0.122,-3.235,-1.160
0.019,0.020,0.953,0.366,-4.761,-1.526
0.023,0.037,0.967,2.686,-5.676,-2.136
0.028,0.037,0.989,4.761,-6.470,-2.625
0.032,0.033,1.004,4.883,-6.409,-5.127
0.036,0.013,1.011,3.845,-4.700,-7.446
0.030,-0.010,1.002,1.343,-1.709,-9.705
0.031,-0.035,0.985,-2.747,1.282,-10.803
0.031,-0.054,0.959,-6.042,3.113,-10.437
0.035,-0.068,0.935,-7.019,3.845,-8.972
0.045,-0.077,0.921,-6.409,2.563,-6.897
0.053,-0.073,0.935,-6.531,1.343,-4.333
0.042,-0.057,0.931,-8.423,0.305,-2.319
0.048,-0.039,0.918,-9.827,-1.831,-1.038
0.045,-0.016,0.940,-10.742,-2.441,0.366
0.053,0.001,0.951,-11.169,-0.732,0.793
0.049,0.024,0.961,-10.254,-2.808,-0.671
0.027,0.026,0.970,-6.653,-4.395,-1.465
0.031,0.033,0.975,-3.052,-3.540,-2.991
0.024,0.029,0.968,-1.343,-2.991,-4.700
0.020,0.016,0.961,-0.916,-3.479,-6.042
0.027,0.009,0.952,-0.427,-4.089,-7.324
0.028,-0.007,0.948,1.831,-5.066,-8.179
0.024,-0.029,0.942,4.822,-6.531,-7.874
0.027,-0.048,0.941,6.958,-7.385,-7.202
0.030,-0.062,0.946,5.798,-7.568,-6.042
0.027,-0.064,0.954,1.892,-6.348,-4.272

0.195,-0.745,-1.755,-113.831,195.007,-59.448
0.170,-0.667,-1.600,-94.788,129.211,-25.757
0.156,-0.564,-1.343,-37.354,60.486,1.465
0.161,-0.401,-1.107,36.255,1.343,14.587
0.184,-0.245,-0.906,98.572,-34.485,12.756
0.230,-0.175,-0.745,132.324,-46.814,2.136
0.336,-0.121,-0.575,134.705,-52.490,-11.536
0.379,-0.072,-0.486,114.807,-70.129,-20.325
0.420,-0.180,-0.354,83.496,-96.252,-14.648
0.478,-0.281,-0.442,41.992,-136.047,-4.150
0.555,-0.274,-0.612,-11.963,-181.702,5.127
0.654,-0.294,-0.722,-75.317,-234.497,25.391
0.833,-0.361,-0.823,-132.507,-294.617,55.359
0.817,-0.398,-0.860,-170.349,-347.412,84.290
0.630,-0.326,-0.779,-179.382,-408.752,112.549
0.365,-0.282,-0.521,-147.522,-487.854,136.597
0.121,-0.245,-0.083,-83.679,-566.711,156.555
-0.345,-0.213,0.367,-10.925,-627.197,175.720
-0.349,-0.135,0.812,62.927,-652.893,181.824
-0.415,0.020,1.043,110.474,-668.457,181.213
-0.490,0.319,1.566,118.530,-646.729,162.659
-0.294,0.379,2.162,92.285,-589.172,115.967
-0.193,0.161,2.527,49.316,-511.841,42.847
-0.167,-0.109,2.570,4.395,-405.640,-14.465
-0.130,-0.289,2.415,-35.828,-280.273,-26.611
-0.094,-0.266,2.066,-67.871,-169.678,-7.080
-0.023,-0.164,1.729,-75.195,-100.830,11.475
0.064,-0.093,1.432,-50.537,-75.867,20.142
0.084,-0.077,1.231,-12.207,-82.703,23.926
0.037,-0.091,1.105,21.118,-107.239,25.696
-0.026,-0.094,1.072,34.851,-131.775,27.405
-0.036,-0.074,1.099,26.062,-146.362,30.273
-0.020,-0.032,1.093,10.437,-150.635,33.569
-0.023,0.009,1.107,-5.615,-146.790,31.799
0.005,0.050,1.122,-16.052,-139.648,26.489
0.017,0.034,1.121,-17.212,-131.226,18.982
0.015,-0.012,1.148,-14.404,-120.422,13.306
0.007,0.007,1.175,-12.939,-106.750,8.606
-0.040,0.015,1.231,-9.583,-94.421,5.798
-0.059,-0.019,1.267,-0.732,-85.815,2.441
-0.080,-0.014,1.305,2.808,-73.730,-1.831
-0.122,-0.017,1.319,-1.465,-58.044,-4.272
-0.127,-0.022,1.305,-7.141,-42.664,-6.042
-0.106,-0.024,1.280,-13.000,-27.893,-8.301
-0.106,-0.049,1.251,-16.785,-14.404,-10.132
-0.101,-0.095,1.215,-18.616,-2.869,-10.620
-0.107,-0.117,1.146,-20.630,8.667,-8.728
-0.131,-0.096,1.015,-24.231,19.531,-4.822
-0.047,-0.073,1.015,-25.696,27.344,-1.404
-0.025,-0.028,0.917,-22.461,26.001,-0.916
-0.017,-0.039,0.895,-13.916,19.714,-1.648
-0.025,-0.040,0.862,-0.183,12.329,-1.648
-0.019,-0.031,0.868,10.986,5.066,-0.793
-0.007,-0.020,0.917,14.709,-0.916,-0.061
-0.000,-0.013,0.956,13.977,-6.409,0.610
-0.016,0.001,0.984,13.733,-8.667,-1.526
-0.027,-0.000,1.003,12.390,-6.042,-4.272
-0.043,-0.020,1.013,8.545,-0.671,-6.836
-0.047,-0.047,1.022,4.639,4.944,-9.094
-0.051,-0.057,1.021,1.221,8.606,-10.315
-0.064,-0.087,1.000,-0.366,10.193,-10.620
-0.077,-0.092,0.974,-1.831,13.611,-8.728
-0.078,-0.068,0.930,-6.775,18.616,-5.371
-0.049,-0.042,0.897,-10.437,19.226,-2.991
-0.045,-0.039,0.885,-10.803,14.465,-2.991
-0.048,-0.040,0.873,-9.338,7.996,-4.517
-0.043,-0.051,0.884,-9.338,2.441,-5.981
-0.025,-0.062,0.891,-10.315,-2.014,-5.981
-0.018,-0.058,0.908,-10.071,-4.272,-5.676
-0.018,-0.062,0.931,-6.592,-4.272,-7.324
-0.024,-0.072,0.945,-1.343,-3.601,-7.446
-0.028,-0.085,0.958,2.747,-2.441,-6.958
-0.029,-0.089,0.963,3.418,-0.977,-5.554
-0.038,-0.074,0.960,0.977,1.343,-3.723
-0.040,-0.059,0.961,-0.671,3.113,-2.869
-0.041,-0.045,0.965,-1.221,4.456,-2.136
-0.031,-0.032,0.964,-1.038,5.615,-1.038
-0.021,-0.030,0.965,-0.916,4.944,-1.221
-0.025,-0.035,0.963,-2.075,3.540,-2.136
-0.029,-0.049,0.964,-3.845,2.625,-3.540
-0.030,-0.047,0.954,-6.775,2.319,-3.235
-0.022,-0.042,0.952,-9.644,2.441,-2.441
-0.017,-0.029,0.947,-10.498,1.648,-1.709
-0.028,-0.022,0.946,-8.606,0.000,-1.892
-0.024,-0.020,0.951,-5.310,-2.197,-2.197
-0.001,-0.021,0.953,-1.038,-3.357,-1.038
0.002,-0.014,0.947,3.174,-3.662,-0.732
0.006,-0.001,0.939,5.615,-2.869,-0.977
0.008,0.003,0.935,6.653,-2.197,-1.831
0.016,-0.007,0.936,5.615,-2.014,-3.174
0.019,-0.036,0.952,2.136,-1.831,-5.554
0.010,-0.056,0.960,-2.747,0.122,-7.202
0.013,-0.080,0.956,-6.897,2.747,-7.568
0.004,-0.081,0.941,-8.606,3.967,-7.019
-0.010,-0.077,0.932,-9.888,3.845,-6.653
-0.013,-0.075,0.931,-11.536,1.587,-6.287
-0.026,-0.082,0.942,-11.719,-1.343,-6.042
-0.032,-0.077,0.967,-8.606,-3.967,-4.272
-0.031,-0.067,0.990,-3.174,-5.737,-2.319
-0.032,-0.042,1.000,3.235,-5.432,-0.671
-0.038,-0.011,0.988,6.042,-3.906,-0.244
-0.040,0.010,0.962,3.784,-1.465,-0.916
-0.023,0.020,0.937,-0.549,-0.244,-2.625
-0.014,0.018,0.934,-3.113,0.427,-4.639
-0.009,0.003,0.921,-2.869,0.366,-6.836
-0.003,-0.030,0.924,-0.854,0.305,-7.629
-0.005,-0.045,0.924,-2.502,0.732,-7.324
0.004,-0.048,0.922,-5.737,1.587,-6.958
0.005,-0.055,0.918,-5.005,2.014,-7.019
0.015,-0.058,0.941,-2.563,1.465,-6.714
-0.028,-0.068,0.912,-3.662,-2.014,-5.676
-0.026,-0.065,0.937,-4.883,-3.784,-6.409
-0.021,-0.064,0.958,-4.211,-3.113,-4.761
-0.027,-0.063,0.981,-3.784,-5.432,-3.479
-0.020,-0.056,1.006,-1.709,-7.812,-4.089
-0.042,-0.045,1.012,-0.793,-7.202,-2.869
-0.032,-0.027,1.020,-2.502,-2.563,-2.502
-0.019,-0.020,1.017,-5.981,0.854,-2.686
-0.012,-0.014,0.992,-9.521,2.747,-2.563

0.230,-0.761,-2.096,-230.652,316.772,-85.449
0.276,-0.845,-2.153,-224.854,222.656,-58.472
0.305,-0.809,-2.067,-172.791,113.586,-14.587
0.274,-0.717,-1.853,-92.590,-0.183,30.090
0.212,-0.529,-1.544,-23.987,-99.854,65.674
0.239,-0.383,-1.122,16.113,-170.715,83.130
0.211,-0.213,-0.716,39.246,-214.722,82.581
0.279,-0.152,-0.390,61.523,-238.159,67.444
0.307,-0.104,-0.157,82.886,-240.967,47.363
0.417,-0.095,-0.041,90.332,-242.310,28.809
0.515,-0.145,0.002,75.195,-249.451,14.221
0.495,-0.166,-0.086,30.884,-266.968,9.460
0.562,-0.271,-0.174,-36.194,-292.664,18.250
0.662,-0.421,-0.189,-108.948,-320.496,40.649
0.642,-0.440,-0.096,-159.546,-360.352,63.904
0.453,-0.415,0.124,-161.377,-410.095,95.520
0.229,-0.327,0.414,-117.676,-458.618,133.606
0.223,-0.256,0.740,-56.458,-490.417,160.522
-0.139,-0.119,0.845,-18.311,-508.057,171.692
-0.148,0.196,1.086,-6.714,-505.005,169.800
-0.064,0.471,1.460,5.005,-496.643,157.288
-0.086,0.430,1.901,37.048,-474.487,111.816
-0.240,0.171,2.046,71.655,-428.467,59.814
-0.076,-0.086,2.102,85.571,-354.309,28.381
0.021,-0.127,2.006,69.580,-264.771,21.545
0.005,-0.084,1.804,33.997,-189.758,24.719
0.011,-0.013,1.590,8.118,-142.944,25.146
0.006,-0.021,1.445,-0.732,-116.394,25.818
0.025,-0.019,1.336,-5.981,-99.854,26.794
-0.001,0.020,1.226,-12.146,-91.003,27.100
-0.022,0.050,1.150,-14.404,-90.881,25.940
-0.053,0.069,1.108,-11.475,-95.886,22.278
-0.034,0.069,1.099,-6.958,-101.440,18.066
-0.044,0.039,1.101,-3.113,-103.088,13.672
-0.063,0.020,1.117,-4.639,-99.792,9.949
-0.062,0.033,1.137,-11.353,-94.299,6.287
-0.038,0.055,1.154,-17.944,-86.487,2.747
-0.020,0.045,1.174,-20.264,-75.745,-0.549
-0.041,0.012,1.181,-16.174,-63.477,-5.310
-0.072,-0.024,1.200,-9.583,-51.758,-9.094
-0.097,-0.064,1.232,-3.601,-41.687,-7.996
-0.098,-0.067,1.205,0.366,-32.654,-3.967
-0.076,-0.032,1.159,-0.427,-19.958,-2.014
-0.074,-0.006,1.105,-3.662,-11.475,-1.343
-0.041,0.004,1.076,-8.423,-8.545,-1.465
-0.054,-0.004,1.000,-13.184,-9.094,-2.930
-0.002,-0.042,1.011,-16.479,-7.507,-6.104
-0.050,-0.054,0.933,-20.447,-11.597,-8.850
-0.028,-0.074,0.931,-21.240,-11.719,-9.216
-0.039,-0.077,0.913,-17.639,-13.611,-7.385
-0.034,-0.061,0.935,-8.789,-17.517,-3.845
-0.030,-0.039,0.967,3.235,-21.545,0.061
-0.024,-0.002,0.998,13.672,-24.780,2.136
-0.031,0.016,1.034,19.287,-25.757,1.160
-0.039,0.039,1.080,19.531,-19.287,-0.244
-0.039,0.021,1.122,13.062,-9.460,-1.770
-0.054,-0.019,1.132,2.991,1.160,-4.028
-0.086,-0.042,1.090,-9.460,12.207,-7.812
-0.101,-0.060,1.030,-19.897,20.935,-9.705
-0.092,-0.057,0.967,-25.696,23.865,-9.460
-0.077,-0.034,0.915,-25.513,21.606,-8.606
-0.066,-0.030,0.898,-21.545,15.686,-8.301
-0.058,-0.037,0.887,-15.381,7.629,-8.545
-0.046,-0.041,0.890,-7.385,1.038,-8.240
-0.033,-0.036,0.904,0.549,-3.784,-6.287
-0.017,-0.028,0.915,5.371,-6.958,-5.432
-0.007,-0.022,0.924,7.202,-6.775,-5.005
-0.009,-0.023,0.927,7.385,-4.272,-5.615
-0.010,-0.027,0.928,7.080,-1.038,-5.737
-0.029,-0.042,0.922,5.920,1.587,-5.981
-0.051,-0.048,0.909,3.540,2.869,-5.737
-0.049,-0.062,0.913,0.305,2.930,-5.188
-0.053,-0.037,0.931,-3.784,2.258,-2.563
-0.050,-0.025,0.954,-6.287,1.892,-0.732
-0.042,-0.016,0.973,-5.249,0.793,-0.366
-0.044,-0.011,0.990,-3.601,-0.488,-0.549
-0.037,-0.005,1.001,-4.028,-0.854,-1.099
-0.036,-0.001,1.001,-3.723,-0.427,-2.380
-0.026,-0.009,0.994,-2.441,1.404,-3.052
-0.019,-0.012,0.970,-1.953,3.113,-2.991
-0.011,-0.012,0.949,-2.625,4.639,-3.174
0.002,-0.014,0.929,-3.113,4.944,-3.418
0.008,-0.011,0.911,-2.747,3.296,-4.089
0.002,-0.015,0.900,-1.160,0.732,-5.554
0.000,-0.015,0.898,0.977,-1.770,-5.920
-0.013,-0.015,0.911,2.930,-4.700,-6.104
-0.024,-0.021,0.941,5.554,-7.568,-5.798
-0.028,-0.018,0.974,7.996,-9.521,-5.554
-0.029,-0.027,1.003,8.606,-9.460,-5.127
-0.030,-0.030,1.029,5.920,-7.507,-5.371
-0.034,-0.026,1.027,0.732,-3.784,-5.676
-0.031,-0.023,1.007,-3.723,0.427,-6.409
-0.036,-0.024,0.978,-6.958,3.723,-6.226
-0.028,-0.019,0.943,-9.155,6.470,-6.287
-0.014,-0.023,0.923,-9.705,7.507,-6.165
-0.009,-0.044,0.908,-10.010,6.653,-6.165
-0.014,-0.049,0.902,-11.780,6.165,-5.493
-0.010,-0.042,0.889,-14.343,6.042,-3.601
-0.004,-0.034,0.882,-13.367,3.601,-2.380
-0.008,-0.023,0.889,-7.507,-0.183,-1.709
-0.016,-0.016,0.903,-0.854,-4.639,-1.343
-0.021,-0.009,0.931,5.371,-8.179,-2.014
-0.024,-0.001,0.963,10.376,-10.742,-2.747
-0.028,-0.001,0.994,12.268,-11.047,-3.784
-0.030,-0.005,1.015,10.742,-8.545,-4.761
-0.037,-0.002,0.999,6.226,-5.615,-5.554
-0.038,-0.007,0.992,1.648,-2.136,-7.446
-0.030,-0.024,0.983,-1.099,1.221,-8.179
-0.031,-0.016,0.950,-2.930,0.977,-8.545
-0.021,-0.031,0.944,-3.967,2.136,-8.118
-0.018,-0.034,0.938,-7.996,1.953,-7.141
-0.023,-0.041,0.936,-13.916,1.587,-5.676
-0.022,-0.034,0.930,-17.578,0.977,-4.517
-0.021,-0.024,0.926,-15.869,-0.549,-3.662
-0.014,-0.023,0.943,-8.850,-2.075,-2.991
-0.017,-0.016,0.949,-0.427,-4.517,-3.174
-0.027,-0.007,0.959,5.005,-6.775,-3.296
-0.029,0.006,0.970,6.775,-7.141,-4.089
-0.023,0.010,0.977,6.348,-6.409,-5.676

0.125,0.095,2.491,155.029,193.909,-46.997
-0.193,-0.111,2.625,174.561,282.288,-56.274
-0.554,-0.250,2.476,156.433,387.878,-52.063
-0.830,-0.214,2.057,114.929,490.601,-34.363
-0.882,-0.244,1.472,67.017,565.979,-12.024
-0.736,-0.160,1.110,16.541,594.177,-2.441
-0.332,0.043,0.804,-10.193,577.942,-2.197
0.019,0.161,0.508,-1.038,533.936,-9.766
0.173,0.144,0.295,18.311,497.742,-29.419
0.145,-0.005,0.194,26.245,476.135,-51.453
0.121,-0.112,0.057,14.954,464.050,-69.153
0.199,-0.130,-0.163,-5.981,453.125,-77.454
0.298,-0.136,-0.413,-27.832,434.875,-86.304
0.358,-0.209,-0.635,-46.265,406.494,-96.375
0.413,-0.313,-0.813,-65.002,368.103,-97.046
0.498,-0.396,-0.989,-80.933,321.289,-89.844
0.555,-0.440,-0.995,-84.961,270.630,-77.393
0.539,-0.460,-0.945,-66.956,216.675,-59.265
0.543,-0.442,-0.854,-33.569,163.391,-39.978
0.554,-0.387,-0.779,1.038,117.554,-24.353
0.559,-0.330,-0.700,28.870,79.895,-16.418
0.543,-0.316,-0.606,45.105,49.744,-13.672
0.529,-0.319,-0.525,45.166,28.870,-10.620
0.522,-0.308,-0.472,33.508,16.113,-7.507
0.521,-0.330,-0.468,18.372,4.700,-4.395
0.536,-0.359,-0.545,-1.770,-10.681,-0.549
0.534,-0.348,-0.667,-25.635,-31.128,2.808
0.615,-0.339,-0.824,-45.471,-59.570,6.531
0.679,-0.361,-0.934,-60.913,-98.816,14.038
0.696,-0.284,-0.947,-70.068,-147.766,22.461
0.781,-0.324,-0.855,-59.753,-193.420,31.677
0.756,-0.289,-0.739,-39.307,-233.887,42.847
0.715,-0.229,-0.599,-20.264,-278.992,51.758
0.634,-0.219,-0.412,-2.136,-324.707,55.054
0.531,-0.208,-0.155,19.714,-365.051,52.856
0.439,-0.287,0.154,48.157,-387.207,51.636
0.333,-0.321,0.367,69.336,-400.513,56.030
0.272,-0.293,0.471,69.336,-408.936,58.838
0.232,-0.262,0.514,46.021,-407.104,58.838
0.201,-0.162,0.547,7.385,-400.757,55.908
0.181,-0.099,0.563,-28.809,-396.912,48.096
0.198,-0.128,0.694,-55.664,-399.536,40.527
0.027,-0.179,0.724,-72.327,-405.640,38.818
0.010,-0.121,0.891,-83.923,-396.118,45.227
0.053,-0.094,0.980,-94.177,-386.169,56.641
0.067,-0.098,1.046,-94.604,-370.422,58.044
0.037,-0.070,1.120,-87.097,-347.656,53.528
0.039,-0.049,1.157,-71.167,-324.280,51.392
0.010,-0.034,1.185,-46.631,-302.368,51.514
-0.033,0.000,1.228,-23.621,-282.166,51.636
-0.064,0.075,1.290,-3.906,-267.029,49.744
-0.061,0.168,1.437,15.564,-256.104,44.189
-0.047,0.180,1.636,38.208,-242.981,33.264
-0.110,0.109,1.751,53.833,-219.788,15.076
-0.159,0.028,1.763,46.326,-178.528,-3.296
-0.192,-0.071,1.703,17.578,-126.160,-14.526
-0.227,-0.128,1.614,-19.226,-78.491,-18.311
-0.251,-0.117,1.498,-50.232,-42.236,-15.442
-0.204,-0.068,1.394,-59.448,-18.982,-9.094
-0.156,-0.030,1.293,-45.471,-9.338,-2.502
-0.125,-0.020,1.234,-18.127,-7.263,1.831
-0.115,-0.025,1.180,9.338,-7.263,5.981
-0.101,-0.036,1.140,26.367,-7.751,9.766
-0.070,-0.046,1.106,27.466,-7.507,10.742
-0.050,-0.049,1.071,18.005,-4.578,10.254
-0.057,-0.042,1.041,5.249,-0.366,8.057
-0.056,-0.029,1.012,-6.165,2.502,3.845
-0.057,-0.039,1.001,-13.916,2.319,-1.465
-0.071,-0.058,0.993,-17.395,-0.122,-6.592
