aX,aY,aZ,gX,gY,gZ
-0.007,0.586,0.799,5.554,-30.701,171.997
0.032,0.534,1.068,100.952,-71.533,130.249
0.057,0.378,1.352,155.762,-95.764,106.323
0.076,0.184,1.610,142.029,-102.783,109.009
0.053,0.086,1.666,64.270,-97.168,142.212
-0.038,0.067,1.541,-38.635,-70.129,186.401
-0.166,0.072,1.399,-122.070,-23.926,205.505
-0.198,0.161,1.120,-166.809,22.278,183.533
-0.155,0.265,0.875,-161.255,57.922,138.672
-0.122,0.255,0.663,-118.591,69.641,92.834
-0.122,0.170,0.580,-61.584,61.096,56.396
-0.101,-0.023,0.621,-10.376,46.692,47.791
-0.002,-0.014,0.692,13.733,28.748,43.762
0.017,0.036,0.762,20.508,9.827,41.443
0.051,0.048,0.851,21.545,-2.258,40.771
0.086,0.033,0.910,16.052,-7.629,38.269
0.068,0.022,0.953,1.160,-6.287,37.720
0.063,0.017,0.990,-16.602,1.099,37.231
0.103,0.028,1.046,-29.846,6.165,38.635
0.115,0.022,1.082,-31.738,3.296,40.833
0.049,-0.011,1.082,-23.315,-3.418,38.269
-0.027,0.000,1.035,-12.085,-6.104,29.602
-0.078,0.047,0.984,-2.502,-0.366,18.250
-0.109,0.066,0.936,6.897,11.597,6.287
-0.108,0.077,0.907,12.695,20.325,-5.066
-0.083,0.115,0.885,15.808,22.095,-12.146
-0.061,0.135,0.918,19.409,16.968,-15.747
-0.026,0.102,0.949,25.330,5.066,-16.174
0.008,0.085,0.967,29.175,-10.498,-15.869
0.034,0.039,0.994,28.076,-19.043,-14.832
0.038,0.018,0.998,21.362,-19.165,-12.390
0.019,0.012,0.991,14.526,-11.108,-10.315
-0.001,0.008,0.991,12.329,-1.221,-9.888
-0.022,0.000,0.981,11.292,5.310,-8.301
-0.035,0.015,0.980,8.911,4.272,-5.188
-0.027,0.020,0.965,7.263,-2.014,-2.502
-0.035,0.017,0.961,5.798,-10.864,-2.563
-0.052,-0.002,0.955,4.517,-18.921,-4.639
-0.053,-0.019,0.943,2.136,-23.499,-8.545
-0.031,-0.037,0.948,0.916,-21.790,-12.878
-0.003,-0.049,0.971,1.587,-17.212,-16.602
0.015,-0.060,0.996,3.784,-12.878,-18.005
0.042,-0.076,1.015,8.179,-10.315,-15.564
0.074,-0.097,1.033,16.724,-7.751,-12.695
0.070,-0.099,1.032,28.137,-5.249,-13.367
0.009,-0.089,1.006,37.537,-3.052,-13.550
-0.081,-0.059,0.958,38.147,0.000,-6.348
-0.130,-0.037,0.927,26.062,3.113,9.705
-0.146,-0.071,0.923,7.996,2.930,25.513
-0.128,-0.063,0.883,-7.324,-0.244,29.297
-0.080,-0.038,0.844,-19.897,-1.831,22.705
-0.038,-0.019,0.842,-27.588,-2.075,15.381
-0.042,-0.023,0.880,-25.452,-4.700,10.193
-0.024,-0.036,0.922,-16.907,-6.897,5.554
0.020,-0.045,0.983,-7.874,-5.920,1.221
0.044,-0.054,1.025,-0.610,-4.089,0.977
0.026,-0.035,1.015,2.808,-2.258,4.700
-0.009,-0.024,0.981,2.808,-0.427,11.169
-0.033,-0.024,0.965,1.587,-0.488,19.775
-0.062,-0.046,0.962,0.916,-4.150,27.039
-0.068,-0.041,0.957,0.488,-8.545,29.663
-0.041,-0.055,0.967,-0.427,-9.583,29.724
-0.070,-0.035,0.937,-4.639,-11.597,26.855
-0.070,-0.011,0.926,-9.094,-9.705,22.095
-0.038,-0.002,0.934,-11.047,-6.470,16.724
-0.034,0.020,0.930,-12.085,-8.301,10.193
-0.015,-0.004,0.989,-9.949,-9.399,4.822
-0.001,-0.026,1.003,-5.920,-10.498,0.854
0.010,-0.046,1.016,-3.479,-7.996,0.183
-0.000,-0.042,1.001,-2.075,-2.380,2.808
-0.019,-0.021,0.986,1.038,2.991,5.371
-0.043,-0.024,0.982,4.639,5.188,8.728

-0.293,1.054,1.114,109.680,-5.920,-273.132
-0.190,0.894,1.047,132.568,5.249,-362.488
-0.117,0.724,0.925,157.227,40.405,-463.867
-0.121,0.394,0.778,184.753,94.666,-558.472
-0.117,0.189,0.615,176.025,149.475,-609.619
-0.274,0.153,0.418,137.756,189.514,-605.957
-0.502,0.279,0.273,96.436,196.228,-574.585
-0.552,0.233,0.203,88.623,170.105,-540.955
-0.657,0.016,0.112,119.995,128.601,-524.841
-0.755,-0.268,0.348,152.771,75.317,-530.518
-0.739,-1.071,0.917,147.400,23.437,-501.953
-0.633,-1.880,1.299,58.655,-6.592,-400.391
-0.539,-2.080,1.337,-65.186,-24.475,-252.197
-0.476,-1.949,1.262,-139.587,-33.508,-105.530
-0.442,-1.731,1.202,-149.597,-25.696,-12.512
-0.512,-1.480,1.041,-134.094,-12.695,26.184
-0.627,-1.190,0.935,-110.901,-9.033,44.250
-0.677,-0.956,0.917,-74.402,-14.160,66.833
-0.614,-0.853,0.947,-32.837,-21.301,98.450
-0.506,-0.717,0.985,-8.179,-30.029,135.193
-0.402,-0.583,0.982,-0.916,-39.307,176.208
-0.286,-0.476,0.949,0.732,-43.762,214.417
-0.176,-0.355,0.976,4.333,-40.161,238.586
-0.033,-0.299,0.961,17.090,-35.156,255.371
0.092,-0.304,1.018,39.063,-31.616,274.658
0.048,-0.335,0.999,56.519,-37.659,294.617
-0.097,-0.501,0.980,59.143,-47.363,321.838
-0.421,-0.768,1.014,33.997,-55.847,350.281
-0.580,-0.794,0.968,-27.100,-58.533,371.216
-0.333,-0.439,0.819,-102.173,-39.551,382.385
-0.284,-0.184,0.876,-154.114,-5.249,381.470
-0.315,0.075,0.910,-177.917,21.729,368.652
-0.279,0.386,0.911,-175.781,35.217,354.309
-0.145,0.585,1.072,-140.991,32.898,330.688
0.037,0.608,1.106,-94.543,11.169,296.997
0.152,0.531,0.984,-57.068,-11.658,264.954
0.075,0.512,0.916,-31.250,-20.325,235.657
-0.086,0.413,0.947,-9.277,-20.386,208.740
-0.273,0.187,0.974,0.549,-19.165,193.481
-0.314,0.015,0.939,-12.817,-16.113,178.467
-0.114,0.152,0.773,-39.551,-11.169,152.100
-0.006,0.199,0.710,-48.096,-8.118,125.427
-0.035,0.150,0.716,-37.781,-12.939,105.652
-0.060,0.099,0.739,-27.405,-20.081,92.346
-0.003,0.031,0.717,-27.100,-26.062,86.975
0.041,0.008,0.707,-33.020,-34.058,89.233
0.049,0.045,0.746,-35.461,-43.335,89.905
0.032,0.129,0.801,-26.306,-49.805,80.566
0.050,0.202,0.952,-7.202,-47.974,68.420
0.066,0.208,1.115,11.719,-42.786,55.115
0.063,0.203,1.224,18.127,-35.461,40.771
0.028,0.212,1.257,12.146,-20.996,29.419
-0.053,0.199,1.215,-1.526,-3.418,23.376
-0.111,0.188,1.134,-17.822,11.536,20.386
-0.142,0.171,1.036,-31.128,20.935,16.663
-0.153,0.156,0.959,-34.302,23.071,11.963
-0.116,0.141,0.913,-28.259,18.250,6.592
-0.059,0.116,0.903,-18.372,9.827,2.319
-0.024,0.092,0.896,-9.827,3.052,-0.854
0.014,0.090,0.882,-5.310,0.183,-3.845
0.056,0.074,0.891,-2.075,0.000,-7.385
0.065,0.054,0.867,1.587,0.244,-11.658
0.110,0.047,0.916,6.348,2.625,-16.907
0.066,0.028,0.928,12.207,2.441,-23.132
0.036,0.006,0.950,17.151,5.920,-27.283
0.005,-0.014,0.951,17.822,9.888,-26.672
-0.060,0.003,0.942,13.062,8.301,-21.912
-0.084,-0.027,0.961,6.592,3.235,-10.315
-0.059,-0.035,0.944,0.916,-4.395,0.916
-0.051,-0.008,0.950,-3.723,-10.315,3.845
-0.040,0.004,0.969,-4.822,-13.611,4.028
-0.013,0.000,0.995,-4.822,-15.137,3.113
0.012,-0.003,1.019,-5.066,-14.954,0.854
0.020,-0.007,1.031,-5.859,-12.695,-1.038
0.032,-0.015,1.022,-5.737,-7.507,-2.441
0.045,-0.025,1.000,-3.418,0.366,-4.822
0.032,-0.041,0.972,0.488,7.751,-8.301
0.009,-0.044,0.940,4.639,11.658,-10.437
-0.005,-0.032,0.927,10.315,11.475,-10.742
-0.029,-0.019,0.915,16.846,6.714,-9.155
-0.052,-0.015,0.925,19.470,-0.305,-4.211
-0.047,-0.032,0.925,18.127,-7.080,2.075
-0.032,-0.041,0.924,13.733,-14.587,5.371
-0.021,-0.042,0.937,9.399,-19.775,5.859
-0.022,-0.039,0.954,7.263,-21.790,5.310
0.004,-0.047,1.004,5.981,-20.874,4.456
0.016,-0.035,1.043,3.906,-18.250,3.662
0.023,-0.025,1.050,2.075,-13.000,2.747
0.027,-0.024,1.065,0.977,-5.310,1.465
0.003,-0.045,1.030,0.916,2.991,0.793
0.010,-0.040,0.991,2.075,9.949,0.183
-0.012,-0.014,0.942,5.188,13.062,0.488
-0.042,-0.002,0.886,12.329,10.498,1.160
-0.073,-0.008,0.894,19.287,4.700,0.916
-0.088,-0.027,0.922,17.883,-1.221,2.686
-0.061,-0.005,0.913,10.681,-5.920,6.226
-0.047,-0.001,0.927,5.249,-10.254,7.019
-0.026,-0.003,0.944,2.747,-14.587,4.822
0.000,-0.006,0.979,1.526,-16.602,2.563
0.016,-0.010,1.013,1.526,-15.991,0.610
0.027,-0.018,1.047,1.770,-11.047,-1.160
0.024,-0.025,1.053,0.366,-3.845,-2.136
0.015,-0.028,1.039,-2.380,4.028,-2.563
-0.015,-0.027,1.007,-4.150,10.803,-2.380
-0.037,-0.021,0.966,-4.883,13.367,-1.770
-0.052,-0.018,0.930,-1.648,13.000,-2.563
-0.052,-0.021,0.902,6.531,10.254,-5.981
-0.044,-0.012,0.892,11.353,4.700,-8.484
-0.032,-0.008,0.890,12.085,-2.808,-8.301
-0.023,-0.008,0.919,10.742,-9.338,-5.920
-0.004,-0.013,0.944,8.423,-13.855,-4.700
0.013,-0.034,0.970,6.958,-14.771,-4.944
0.034,-0.062,1.000,6.226,-11.963,-3.296
0.044,-0.084,1.017,5.554,-7.629,-0.305
0.031,-0.095,1.006,5.310,-2.625,1.953
0.006,-0.078,0.994,4.639,3.723,3.052
-0.022,-0.057,0.979,3.174,8.728,5.127
-0.035,-0.038,0.959,1.038,10.193,7.202
-0.056,-0.030,0.940,-2.319,9.277,7.996

-0.223,-1.354,1.223,23.621,-27.588,-285.950
-0.226,-1.387,1.180,-51.880,-13.306,-191.589
-0.381,-1.279,1.120,-95.459,-0.366,-123.474
-0.485,-1.134,1.045,-107.178,10.925,-86.731
-0.486,-0.940,0.982,-91.125,18.799,-68.115
-0.488,-0.844,1.023,-45.593,20.020,-59.265
-0.491,-0.858,1.097,16.846,15.808,-51.941
-0.402,-0.874,1.121,61.829,8.789,-34.790
-0.327,-0.900,1.219,65.674,0.854,2.686
-0.318,-1.036,1.240,37.170,-12.573,60.974
-0.349,-1.200,1.120,-5.859,-20.569,125.183
-0.256,-1.146,0.884,-48.889,-11.658,186.279
-0.176,-1.001,0.766,-69.885,11.902,248.352
-0.117,-0.932,0.699,-55.542,30.457,320.618
-0.019,-0.946,0.689,-11.597,35.889,395.752
-0.193,-1.245,0.832,37.964,29.114,464.172
-0.477,-1.290,0.790,46.997,8.423,497.742
-0.646,-0.838,0.463,5.737,-6.409,485.413
-0.756,-0.400,0.270,-51.941,-2.197,456.543
-0.786,0.012,0.079,-106.995,2.075,445.618
-0.785,0.528,0.158,-130.188,-2.991,431.213
-0.534,0.869,0.456,-87.280,-13.855,391.296
-0.242,0.964,0.824,19.043,-40.649,316.101
-0.077,0.935,1.237,140.686,-81.055,230.530
-0.049,0.750,1.598,208.984,-112.244,180.359
-0.053,0.603,1.789,182.678,-123.047,172.119
-0.160,0.585,1.738,85.388,-110.352,188.660
-0.282,0.630,1.490,-23.010,-67.993,199.890
-0.373,0.532,1.245,-99.915,-7.324,185.242
-0.315,0.522,0.972,-138.367,42.542,143.433
-0.219,0.422,0.752,-135.559,69.702,91.492
-0.177,0.176,0.649,-107.178,67.871,52.612
-0.100,0.057,0.610,-79.407,41.504,34.973
-0.037,-0.035,0.603,-52.734,8.728,37.781
0.026,-0.044,0.602,-28.931,-19.409,39.917
0.057,-0.032,0.637,-4.272,-40.527,37.842
0.087,0.004,0.760,18.311,-54.688,34.851
0.133,0.035,0.929,32.654,-59.326,31.311
0.139,0.052,1.069,33.691,-56.763,26.001
0.087,0.053,1.141,23.315,-53.101,21.240
0.007,0.041,1.156,4.395,-46.936,20.020
-0.084,-0.006,1.138,-15.442,-35.583,21.606
-0.085,-0.052,1.106,-32.227,-20.874,22.461
-0.052,-0.087,1.076,-44.006,-9.644,19.897
-0.044,-0.108,1.061,-47.852,-5.432,14.465
-0.033,-0.082,1.020,-42.786,-2.869,7.996
-0.002,-0.079,1.011,-31.006,-1.587,3.357
0.014,-0.100,1.037,-16.357,-3.296,-1.404
0.031,-0.098,1.008,-2.380,1.892,-5.798
0.070,-0.087,1.019,6.714,12.024,-8.057
0.061,-0.047,1.004,11.047,16.479,-9.644
0.052,0.006,0.999,15.076,17.273,-9.338
0.036,0.029,0.998,20.813,15.869,-7.263
0.010,0.055,0.978,24.353,10.193,-4.517
-0.009,0.052,0.940,24.780,3.052,-3.418
-0.020,0.044,0.959,20.813,-0.061,-4.639
-0.048,0.036,0.971,13.794,-0.305,-6.897
-0.063,0.025,0.971,4.272,-0.488,-8.118
-0.041,0.005,0.988,-5.432,0.732,-7.629
-0.011,-0.031,0.983,-13.855,0.793,-4.333
0.002,-0.068,0.978,-18.555,-0.793,0.488
0.031,-0.088,0.979,-17.883,-0.977,3.113
0.046,-0.084,0.982,-11.719,-0.977,3.113
0.031,-0.093,0.990,-2.441,0.244,3.296
0.028,-0.091,0.990,3.845,3.601,3.967
0.024,-0.062,0.974,5.371,7.080,4.822
0.002,-0.040,0.963,5.005,8.179,5.310
-0.010,-0.007,0.932,4.150,7.141,3.845
-0.016,0.023,0.917,2.930,5.371,0.488
-0.018,0.033,0.914,1.404,3.357,-2.502
-0.021,0.013,0.924,-1.770,-0.244,-5.188
-0.022,-0.015,0.928,-7.690,-2.869,-7.263
-0.015,-0.035,0.930,-13.000,-5.005,-7.935
-0.001,-0.050,0.921,-15.198,-6.775,-7.263
0.014,-0.070,0.931,-13.367,-7.507,-7.874
0.022,-0.092,0.951,-9.277,-7.141,-10.071
0.031,-0.108,0.968,-4.639,-6.348,-11.230
0.037,-0.114,0.992,0.244,-4.272,-9.705
0.029,-0.118,1.006,4.944,-1.221,-6.958
0.014,-0.101,1.002,8.545,1.831,-2.930
0.008,-0.067,0.986,10.193,3.906,2.380
-0.001,-0.049,0.974,9.521,4.089,7.446
-0.021,-0.031,0.944,6.348,2.869,8.118
-0.040,-0.013,0.920,1.770,2.197,7.446
-0.053,0.000,0.903,-3.296,0.671,6.653
-0.048,0.003,0.904,-7.019,-2.075,5.493
-0.029,-0.014,0.924,-7.935,-5.798,3.052
-0.016,-0.030,0.941,-7.629,-9.399,0.793
0.003,-0.029,0.988,-7.385,-11.169,0.244
0.002,-0.037,0.999,-6.714,-12.024,0.061
0.005,-0.041,1.007,-5.615,-9.705,-0.610
0.025,-0.033,1.022,-4.272,-4.761,-0.977
0.029,-0.045,1.008,-2.808,0.366,-1.038
0.007,-0.064,1.005,-1.526,5.188,-1.587
-0.014,-0.071,0.982,-0.732,9.155,-1.343
-0.029,-0.068,0.948,-0.183,9.827,2.075
-0.039,-0.045,0.919,2.075,7.874,5.066
-0.035,-0.021,0.908,5.310,4.028,4.822
-0.027,-0.007,0.909,7.019,-0.854,3.845
-0.015,0.002,0.926,5.981,-5.493,2.502
0.000,0.010,0.947,3.113,-8.789,0.671
0.015,-0.001,0.962,0.305,-10.559,-0.854
0.016,-0.017,0.972,-1.892,-10.864,-1.831
0.021,-0.032,0.976,-3.479,-8.972,-2.441
0.042,-0.052,0.999,-3.296,-5.493,-2.808
0.034,-0.063,0.981,-2.014,-2.930,-2.747
0.010,-0.076,0.983,-0.549,0.488,-2.075
0.005,-0.091,0.978,0.732,4.639,-0.366
-0.005,-0.082,0.952,1.038,6.653,2.869
-0.021,-0.068,0.932,1.526,6.287,6.287
-0.030,-0.045,0.915,2.380,3.418,8.301
-0.030,-0.018,0.918,2.502,-2.502,8.606
-0.013,-0.011,0.937,2.380,-7.812,6.592
0.005,-0.015,0.971,1.953,-11.597,4.517
0.016,-0.016,0.998,-0.549,-13.123,3.052
0.025,-0.016,1.009,-3.601,-12.146,2.502
0.030,-0.012,1.016,-4.578,-9.399,1.831
0.031,-0.023,1.017,-3.174,-6.348,0.183
0.015,-0.043,1.007,-1.831,-2.991,-0.366

-0.169,-1.399,1.461,-7.812,-6.592,-280.640
-0.327,-1.448,1.444,-75.012,17.639,-171.387
-0.525,-1.419,1.260,-132.263,44.678,-83.008
-0.522,-1.263,1.073,-166.931,70.740,-27.222
-0.457,-0.956,0.900,-159.790,76.050,-0.427
-0.508,-0.817,0.842,-116.577,64.209,24.414
-0.610,-0.823,0.872,-75.073,45.898,55.969
-0.512,-0.767,0.819,-54.321,22.034,90.332
-0.329,-0.642,0.721,-43.457,0.916,119.263
-0.260,-0.597,0.661,-25.513,-10.498,139.893
-0.255,-0.607,0.675,-1.587,-14.771,152.832
-0.196,-0.566,0.734,16.785,-13.855,166.077
-0.072,-0.575,0.754,28.748,-10.376,194.336
-0.008,-0.641,0.819,39.185,-7.141,234.192
-0.026,-0.657,0.911,38.879,-8.667,279.480
-0.113,-0.583,0.935,27.527,-14.709,322.693
-0.200,-0.353,1.035,20.630,-19.836,347.717
-0.284,-0.248,1.164,27.771,-23.193,362.671
-0.260,-0.169,1.168,42.114,-27.832,360.107
-0.218,0.022,1.108,41.260,-27.954,339.600
-0.172,0.183,1.003,16.296,-23.071,326.416
-0.202,0.256,0.875,-21.057,-16.357,325.684
-0.224,0.385,0.794,-54.382,-9.399,315.857
-0.162,0.474,0.732,-65.125,-5.493,287.415
-0.092,0.444,0.801,-48.096,-9.644,252.258
-0.021,0.399,0.896,-26.550,-21.790,223.572
0.053,0.354,1.002,-14.709,-33.325,201.965
0.094,0.289,1.144,-9.827,-40.894,189.880
-0.006,0.150,1.215,-11.108,-46.509,184.937
-0.104,0.130,1.101,-21.240,-48.889,173.462
-0.125,0.249,0.970,-33.447,-41.504,150.208
-0.142,0.313,0.882,-29.236,-27.649,126.953
-0.109,0.278,0.812,-14.526,-18.982,107.056
-0.052,0.230,0.798,-2.747,-15.442,86.304
-0.016,0.247,0.860,0.122,-17.822,67.322
0.015,0.264,0.933,-1.709,-27.710,54.138
0.045,0.235,0.931,-2.991,-37.048,44.128
0.048,0.199,0.946,-3.906,-36.560,32.654
0.040,0.166,0.978,-6.836,-29.846,20.569
0.055,0.105,1.005,-9.766,-23.560,12.634
0.066,0.024,1.031,-10.559,-18.433,10.925
0.052,-0.033,1.020,-11.841,-14.832,14.282
0.019,-0.051,0.985,-11.719,-10.620,18.616
0.002,-0.019,0.944,-7.812,-5.005,20.081
-0.004,0.034,0.926,-1.526,-0.549,18.066
-0.009,0.071,0.927,6.348,-0.793,12.939
-0.008,0.061,0.954,12.085,-5.066,5.249
-0.022,0.043,0.954,12.207,-9.033,-0.671
0.004,0.041,0.946,6.470,-9.705,-3.845
0.025,0.015,0.966,-0.366,-7.690,-5.981
0.006,-0.014,0.996,-5.798,-6.592,-6.775
0.017,-0.057,1.002,-11.169,-5.859,-1.343
0.039,-0.049,1.002,-12.756,-5.371,4.822
0.010,-0.054,1.015,-7.874,-4.028,5.981
-0.013,-0.051,1.010,-0.916,-1.221,5.615
-0.024,-0.034,0.993,4.822,1.831,6.714
-0.036,-0.002,0.991,8.789,4.883,5.005
-0.056,0.016,0.986,9.460,6.165,2.441
-0.054,0.036,0.967,5.066,3.967,1.160
-0.036,0.057,0.949,-0.977,0.061,-0.488
-0.023,0.041,0.945,-5.188,-3.662,-2.930
-0.012,0.008,0.933,-8.057,-5.981,-4.700
0.010,-0.018,0.933,-8.606,-7.324,-6.042
0.015,-0.043,0.953,-6.592,-7.141,-6.165
0.021,-0.056,0.958,-2.686,-5.981,-4.211
0.018,-0.063,0.964,1.465,-4.761,-2.808
0.009,-0.056,0.970,5.859,-3.357,-1.587
-0.001,-0.038,0.972,9.766,-1.221,-1.282
-0.010,-0.019,0.972,12.329,0.671,-2.625
-0.028,-0.013,0.984,12.573,1.892,-5.066
-0.046,-0.012,0.976,10.071,2.625,-6.470
-0.055,-0.017,0.970,6.714,2.380,-7.202
-0.053,-0.024,0.949,4.761,0.122,-8.118
-0.032,-0.021,0.944,5.127,-3.601,-8.118
-0.037,-0.038,0.911,7.996,-7.812,-7.996
-0.024,-0.049,0.940,10.376,-10.132,-7.507
-0.015,-0.032,0.964,10.986,-10.071,-6.653
-0.016,-0.032,0.973,9.766,-8.972,-4.272
0.009,-0.039,0.989,6.958,-6.287,-2.197
0.008,-0.032,0.984,3.784,-4.395,-0.732
-0.008,-0.027,0.971,0.854,-2.991,0.122
-0.007,-0.036,0.975,-0.793,-1.038,0.305
-0.006,-0.045,0.973,-2.136,0.916,0.671
-0.026,-0.046,0.955,-2.747,2.502,1.099
-0.042,-0.044,0.926,-1.709,3.906,2.258
-0.048,-0.032,0.923,0.732,2.625,3.662
-0.040,-0.026,0.923,3.784,-1.709,4.028
-0.036,-0.021,0.934,6.104,-6.409,4.150
-0.030,-0.014,0.951,6.714,-9.644,3.906
-0.010,-0.010,0.965,6.165,-11.047,3.052
-0.005,-0.016,0.986,4.761,-11.169,1.953
0.000,-0.020,0.995,2.319,-10.132,1.343
0.003,-0.026,1.003,0.183,-7.690,1.099
0.001,-0.040,1.005,-1.221,-5.615,1.160
-0.002,-0.052,1.001,-2.014,-3.601,1.343
-0.007,-0.048,0.997,-1.526,-0.122,1.404
-0.015,-0.048,0.988,-0.366,3.113,2.075
-0.032,-0.042,0.968,0.671,4.944,2.808
-0.052,-0.028,0.953,1.587,5.127,2.808
-0.047,-0.016,0.938,1.770,2.686,3.296
-0.045,-0.012,0.942,1.282,-1.526,4.089
-0.036,-0.006,0.943,0.488,-5.798,3.784
-0.023,-0.010,0.953,-1.587,-8.240,2.991
-0.012,-0.018,0.960,-3.784,-9.827,2.502
-0.004,-0.031,0.976,-4.517,-9.827,1.282
0.006,-0.040,0.992,-4.395,-8.667,0.305
0.016,-0.053,1.002,-3.479,-6.531,0.366
0.020,-0.072,1.004,-2.258,-3.113,0.732
0.002,-0.075,0.995,-1.160,2.075,2.319
-0.014,-0.058,0.969,0.244,6.592,4.639
-0.036,-0.040,0.951,2.136,8.789,6.409
-0.055,-0.019,0.933,3.784,7.812,6.775
-0.061,0.003,0.921,3.845,4.517,6.348
-0.063,0.015,0.923,2.747,-0.305,5.737
-0.051,0.014,0.936,-0.183,-5.066,4.761
-0.028,0.009,0.947,-4.150,-8.789,4.089
-0.011,0.000,0.958,-6.836,-10.498,3.113
-0.007,-0.015,0.967,-6.653,-10.315,1.221
0.003,-0.037,0.975,-5.188,-8.850,0.244

-0.330,-1.138,1.372,-17.578,24.048,-217.468
-0.465,-1.198,1.172,-67.749,30.518,-140.991
-0.560,-1.124,0.994,-84.595,55.847,-92.712
-0.484,-1.001,0.922,-66.711,85.876,-65.491
-0.466,-0.885,0.888,-44.006,74.707,-57.739
-0.385,-0.780,0.941,-12.573,56.641,-50.354
-0.360,-0.663,0.944,10.498,20.630,-35.889
-0.344,-0.569,0.862,25.085,-15.686,-12.939
-0.278,-0.476,0.785,34.180,-37.598,6.348
-0.183,-0.402,0.735,42.419,-38.574,18.921
-0.115,-0.410,0.771,49.377,-30.212,29.907
-0.117,-0.433,0.762,48.035,-23.682,39.185
-0.094,-0.461,0.722,36.438,-15.198,52.185
-0.092,-0.412,0.658,18.799,-9.216,69.702
-0.084,-0.389,0.663,6.042,-2.625,88.013
-0.043,-0.370,0.803,2.136,0.549,105.164
-0.155,-0.488,0.759,-0.549,-9.460,131.531
-0.308,-0.616,0.764,-11.169,-21.484,175.842
-0.308,-0.717,0.859,-33.875,-26.062,231.628
-0.163,-0.599,0.934,-53.284,-24.841,278.748
-0.045,-0.354,0.960,-49.805,-27.405,307.861
0.011,-0.180,1.014,-18.188,-32.898,333.862
0.021,-0.207,1.052,25.391,-41.931,370.972
0.017,-0.319,1.057,56.091,-51.941,407.593
-0.136,-0.477,1.102,56.580,-55.115,432.190
-0.234,-0.419,0.953,15.442,-51.514,431.213
-0.231,-0.288,0.686,-46.631,-34.302,403.137
-0.175,-0.139,0.552,-105.103,-8.972,365.906
-0.121,0.002,0.528,-146.362,5.005,337.219
-0.154,0.114,0.543,-164.856,1.953,315.735
-0.153,0.292,0.660,-156.128,-10.498,280.396
0.001,0.467,0.852,-116.089,-31.006,232.361
0.142,0.579,1.024,-49.500,-59.143,177.368
0.177,0.452,1.147,24.048,-84.656,130.615
0.142,0.224,1.240,74.097,-93.567,101.807
0.072,0.160,1.308,84.473,-82.336,87.830
-0.017,0.213,1.307,70.374,-62.805,89.111
-0.048,0.271,1.238,49.744,-44.495,97.168
-0.086,0.278,1.175,30.701,-29.602,100.769
-0.115,0.255,1.094,12.329,-22.217,97.595
-0.070,0.260,0.948,-3.906,-22.095,86.426
-0.018,0.239,0.850,-13.611,-23.376,67.688
-0.016,0.160,0.828,-19.470,-24.353,46.509
-0.016,0.074,0.845,-28.564,-25.391,29.785
0.018,-0.009,0.855,-40.955,-25.208,19.226
0.078,-0.062,0.865,-53.284,-22.827,14.038
0.134,-0.077,0.884,-58.472,-21.973,11.536
0.143,-0.088,0.922,-52.368,-23.499,9.949
0.130,-0.109,0.975,-34.912,-23.315,7.263
0.124,-0.119,0.997,-13.977,-19.287,3.967
0.090,-0.095,1.018,-0.305,-12.085,2.014
0.019,-0.058,1.026,5.554,-4.883,3.357
-0.011,-0.019,1.027,6.531,-1.099,7.202
-0.031,-0.004,1.030,3.113,-1.648,12.024
-0.055,0.002,1.011,-5.554,-6.226,17.090
-0.056,0.004,0.990,-16.235,-12.634,18.555
-0.021,-0.021,0.975,-24.231,-19.043,17.456
-0.005,-0.056,0.973,-29.297,-23.315,17.517
0.017,-0.094,0.966,-31.189,-24.353,20.996
0.048,-0.105,0.981,-29.419,-22.339,23.682
0.064,-0.089,1.013,-22.034,-18.127,23.010
0.086,-0.080,1.039,-8.728,-12.817,20.447
0.082,-0.090,1.049,5.737,-5.798,15.808
0.053,-0.081,1.040,16.907,2.991,10.376
0.017,-0.051,1.020,21.057,12.695,5.798
-0.020,-0.009,0.973,19.958,20.142,3.540
-0.049,0.028,0.934,16.663,22.766,1.038
-0.081,0.064,0.901,13.855,18.738,-2.197
-0.101,0.079,0.885,10.620,11.230,-3.174
-0.053,0.061,0.881,4.456,2.869,-1.099
-0.008,0.029,0.899,-2.686,-4.578,-0.671
0.011,-0.012,0.907,-7.202,-9.583,-2.563
0.019,-0.047,0.924,-9.094,-10.498,-3.601
0.039,-0.058,0.941,-7.324,-9.094,-3.662
0.055,-0.061,0.954,-1.404,-6.775,-3.174
0.054,-0.066,0.961,6.470,-4.578,-3.662
0.044,-0.077,0.956,13.855,-1.648,-5.127
0.032,-0.081,0.956,18.188,0.183,-7.019
0.005,-0.060,0.947,19.653,1.160,-9.644
-0.031,-0.072,0.938,20.996,1.282,-11.475
-0.041,-0.061,0.922,19.104,-1.587,-11.108
-0.023,-0.038,0.921,14.343,-6.226,-9.460
-0.024,-0.044,0.943,10.193,-10.925,-6.287
-0.024,-0.048,0.948,4.944,-14.465,-3.174
-0.018,-0.049,0.964,-0.610,-15.442,-2.197
-0.005,-0.061,0.966,-3.052,-14.832,-3.174
0.047,-0.076,1.037,-2.502,-13.367,-3.540
0.033,-0.098,1.060,0.488,-14.404,-3.601
0.015,-0.102,1.042,3.479,-10.925,-4.150
0.009,-0.125,1.016,5.920,-3.052,-3.418
-0.012,-0.112,0.983,6.104,2.319,-3.113
-0.045,-0.094,0.959,6.226,5.920,-5.005
